event_top_adv_id,event_id,type,value_1,value_2,value_3,story_id,character_id,condition_type,condition_story_id,start_time,end_time
10052007,10052,1003,7,0,0,5052408,114201,0,0,"2022/10/31 11:00:00","2022/11/14 23:59:59"
10052008,10052,1003,10,0,0,5052429,103701,0,0,"2022/10/31 11:00:00","2022/11/14 23:59:59"
10052009,10052,1003,13,0,0,5052410,114201,0,0,"2022/10/31 11:00:00","2022/11/14 23:59:59"
10052010,10052,1003,15,0,0,5052431,114201,0,0,"2022/10/31 11:00:00","2022/11/14 23:59:59"
10052011,10052,1002,1005203,1,0,5052402,114201,1,5052002,"2022/10/31 11:00:00","2022/11/14 23:59:59"
10052012,10052,1001,20,0,0,5052404,114301,1,5052002,"2022/10/31 11:00:00","2022/11/14 23:59:59"
10052013,10052,1003,4,0,0,5052407,114301,1,5052002,"2022/10/31 11:00:00","2022/11/14 23:59:59"
10052014,10052,1003,10,0,0,5052409,114301,1,5052002,"2022/10/31 11:00:00","2022/11/14 23:59:59"
10052015,10052,1003,15,0,0,5052411,114201,1,5052002,"2022/10/31 11:00:00","2022/11/14 23:59:59"
10053001,10053,1004,109801,0,0,5017401,109801,0,0,"2022/11/10 11:00:00","2022/11/21 23:59:59"
10053002,10053,1002,1005303,1,0,5017402,109901,0,0,"2022/11/10 11:00:00","2022/11/21 23:59:59"
10053003,10053,1001,10,0,0,5017403,109801,0,0,"2022/11/10 11:00:00","2022/11/21 23:59:59"
10053004,10053,1001,20,0,0,5017404,109701,0,0,"2022/11/10 11:00:00","2022/11/21 23:59:59"
10053005,10053,1001,30,0,0,5017405,109901,0,0,"2022/11/10 11:00:00","2022/11/21 23:59:59"
10053006,10053,1003,2,0,0,5017406,109701,0,0,"2022/11/10 11:00:00","2022/11/21 23:59:59"
10053007,10053,1003,4,0,0,5017407,109701,0,0,"2022/11/10 11:00:00","2022/11/21 23:59:59"
10053008,10053,1003,6,0,0,5017408,109801,0,0,"2022/11/10 11:00:00","2022/11/21 23:59:59"
10053009,10053,1003,8,0,0,5017409,109901,0,0,"2022/11/10 11:00:00","2022/11/21 23:59:59"
10053010,10053,1003,10,0,0,5017410,109901,0,0,"2022/11/10 11:00:00","2022/11/21 23:59:59"
10053011,10053,1003,12,0,0,5017411,109901,0,0,"2022/11/10 11:00:00","2022/11/21 23:59:59"
10054001,10054,1004,114601,0,0,5054401,114601,0,0,"2022/11/30 11:00:00","2022/12/15 23:59:59"
10054002,10054,1002,1005403,1,0,5054402,114501,0,0,"2022/11/30 11:00:00","2022/12/15 23:59:59"
10054003,10054,1001,10,0,0,5054403,114401,0,0,"2022/11/30 11:00:00","2022/12/15 23:59:59"
10054004,10054,1001,20,0,0,5054404,114501,0,0,"2022/11/30 11:00:00","2022/12/15 23:59:59"
10054005,10054,1001,30,0,0,5054405,114501,0,0,"2022/11/30 11:00:00","2022/12/15 23:59:59"
10054006,10054,1003,2,0,0,5054406,114501,0,0,"2022/11/30 11:00:00","2022/12/15 23:59:59"
10054007,10054,1003,4,0,0,5054407,114401,0,0,"2022/11/30 11:00:00","2022/12/15 23:59:59"
10054008,10054,1003,7,0,0,5054408,114501,0,0,"2022/11/30 11:00:00","2022/12/15 23:59:59"
10054009,10054,1003,10,0,0,5054409,114401,0,0,"2022/11/30 11:00:00","2022/12/15 23:59:59"
10054010,10054,1003,13,0,0,5054410,114401,0,0,"2022/11/30 11:00:00","2022/12/15 23:59:59"
10054011,10054,1003,15,0,0,5054411,114401,0,0,"2022/11/30 11:00:00","2022/12/15 23:59:59"
10055001,10055,1004,111601,0,0,5029401,111601,0,0,"2022/12/16 12:00:00","2022/12/23 23:59:59"
10055002,10055,1002,1005503,1,0,5029402,111501,0,0,"2022/12/16 12:00:00","2022/12/23 23:59:59"
10055003,10055,1001,10,0,0,5029403,111601,0,0,"2022/12/16 12:00:00","2022/12/23 23:59:59"
10055004,10055,1001,20,0,0,5029404,111701,0,0,"2022/12/16 12:00:00","2022/12/23 23:59:59"
10055005,10055,1001,30,0,0,5029405,111501,0,0,"2022/12/16 12:00:00","2022/12/23 23:59:59"
10055006,10055,1003,2,0,0,5029406,111501,0,0,"2022/12/16 12:00:00","2022/12/23 23:59:59"
10055007,10055,1003,3,0,0,5029407,111701,0,0,"2022/12/16 12:00:00","2022/12/23 23:59:59"
10055008,10055,1003,4,0,0,5029408,111601,0,0,"2022/12/16 12:00:00","2022/12/23 23:59:59"
10055009,10055,1003,5,0,0,5029409,111701,0,0,"2022/12/16 12:00:00","2022/12/23 23:59:59"
10055010,10055,1003,6,0,0,5029410,111501,0,0,"2022/12/16 12:00:00","2022/12/23 23:59:59"
10055011,10055,1003,8,0,0,5029411,111501,0,0,"2022/12/16 12:00:00","2022/12/23 23:59:59"
10056001,10056,1004,114701,0,0,5056401,114701,0,0,"2022/12/31 11:00:00","2023/1/14 23:59:59"
10056002,10056,1002,1005603,1,0,5056402,105801,0,0,"2022/12/31 11:00:00","2023/1/14 23:59:59"
10056003,10056,1002,1005603,1,0,5056422,111801,1,5056001,"2022/12/31 11:00:00","2023/1/14 23:59:59"
10056004,10056,1001,10,0,0,5056403,106001,0,0,"2022/12/31 11:00:00","2023/1/14 23:59:59"
10056005,10056,1001,10,0,0,5056423,112001,1,5056001,"2022/12/31 11:00:00","2023/1/14 23:59:59"
10056006,10056,1001,20,0,0,5056404,105901,0,0,"2022/12/31 11:00:00","2023/1/14 23:59:59"
10056007,10056,1001,20,0,0,5056424,111901,1,5056001,"2022/12/31 11:00:00","2023/1/14 23:59:59"
10056008,10056,1001,30,0,0,5056405,105801,0,0,"2022/12/31 11:00:00","2023/1/14 23:59:59"
10056009,10056,1001,30,0,0,5056425,111801,1,5056001,"2022/12/31 11:00:00","2023/1/14 23:59:59"
10056010,10056,1003,2,0,0,5056406,105801,0,0,"2022/12/31 11:00:00","2023/1/14 23:59:59"
10056011,10056,1003,2,0,0,5056426,111801,1,5056001,"2022/12/31 11:00:00","2023/1/14 23:59:59"
10056012,10056,1003,4,0,0,5056407,106001,0,0,"2022/12/31 11:00:00","2023/1/14 23:59:59"
10056013,10056,1003,4,0,0,5056427,112001,1,5056001,"2022/12/31 11:00:00","2023/1/14 23:59:59"
10056014,10056,1003,7,0,0,5056408,105901,0,0,"2022/12/31 11:00:00","2023/1/14 23:59:59"
10056015,10056,1003,7,0,0,5056428,111901,1,5056001,"2022/12/31 11:00:00","2023/1/14 23:59:59"
10056016,10056,1003,10,0,0,5056409,106101,0,0,"2022/12/31 11:00:00","2023/1/14 23:59:59"
10056017,10056,1003,10,0,0,5056429,114701,1,5056001,"2022/12/31 11:00:00","2023/1/14 23:59:59"
10056018,10056,1003,13,0,0,5056410,107001,0,0,"2022/12/31 11:00:00","2023/1/14 23:59:59"
10056019,10056,1003,13,0,0,5056430,115001,1,5056001,"2022/12/31 11:00:00","2023/1/14 23:59:59"
10056020,10056,1003,15,0,0,5056411,105801,0,0,"2022/12/31 11:00:00","2023/1/14 23:59:59"
10056021,10056,1003,15,0,0,5056431,111801,1,5056001,"2022/12/31 11:00:00","2023/1/14 23:59:59"
10057001,10057,1004,112101,0,0,5031401,112101,0,0,"2023/1/15 12:00:00","2023/1/22 23:59:59"
10057002,10057,1002,1005703,1,0,5031402,112001,0,0,"2023/1/15 12:00:00","2023/1/22 23:59:59"
10057003,10057,1001,10,0,0,5031403,111901,0,0,"2023/1/15 12:00:00","2023/1/22 23:59:59"
10057004,10057,1001,20,0,0,5031404,112001,0,0,"2023/1/15 12:00:00","2023/1/22 23:59:59"
10057005,10057,1001,30,0,0,5031405,111801,0,0,"2023/1/15 12:00:00","2023/1/22 23:59:59"
10057006,10057,1003,2,0,0,5031406,111801,0,0,"2023/1/15 12:00:00","2023/1/22 23:59:59"
10057007,10057,1003,3,0,0,5031407,112001,0,0,"2023/1/15 12:00:00","2023/1/22 23:59:59"
10057008,10057,1003,4,0,0,5031408,111901,0,0,"2023/1/15 12:00:00","2023/1/22 23:59:59"
10057009,10057,1003,5,0,0,5031409,112101,0,0,"2023/1/15 12:00:00","2023/1/22 23:59:59"
10057010,10057,1003,6,0,0,5031410,112101,0,0,"2023/1/15 12:00:00","2023/1/22 23:59:59"
10057011,10057,1003,8,0,0,5031411,112101,0,0,"2023/1/15 12:00:00","2023/1/22 23:59:59"
10058001,10058,1004,115601,0,0,5058401,115601,0,0,"2023/1/31 11:00:00","2023/2/20 23:59:59"
10058002,10058,1002,1005803,1,0,5058402,106001,0,0,"2023/1/31 11:00:00","2023/2/20 23:59:59"
10058003,10058,1001,10,0,0,5058403,105801,0,0,"2023/1/31 11:00:00","2023/2/20 23:59:59"
10058004,10058,1001,20,0,0,5058404,106001,0,0,"2023/1/31 11:00:00","2023/2/20 23:59:59"
10058005,10058,1001,30,0,0,5058405,105901,0,0,"2023/1/31 11:00:00","2023/2/20 23:59:59"
10058006,10058,1003,2,0,0,5058406,105901,0,0,"2023/1/31 11:00:00","2023/2/20 23:59:59"
10058007,10058,1003,4,0,0,5058407,106001,0,0,"2023/1/31 11:00:00","2023/2/20 23:59:59"
10058008,10058,1003,7,0,0,5058408,105801,0,0,"2023/1/31 11:00:00","2023/2/20 23:59:59"
10059001,10059,1002,1005903,1,0,5059402,191401,0,0,"2023/2/10 12:00:00","2023/2/20 23:59:59"
10059002,10059,1002,1005903,1,0,5059422,115501,1,5059005,"2023/2/10 12:00:00","2023/2/20 23:59:59"
10059003,10059,1001,10,0,0,5059403,106001,0,0,"2023/2/10 12:00:00","2023/2/20 23:59:59"
10059004,10059,1001,20,0,0,5059404,105801,0,0,"2023/2/10 12:00:00","2023/2/20 23:59:59"
10059005,10059,1001,30,0,0,5059405,191401,0,0,"2023/2/10 12:00:00","2023/2/20 23:59:59"
10059006,10059,1001,30,0,0,5059425,115501,1,5059005,"2023/2/10 12:00:00","2023/2/20 23:59:59"
10059007,10059,1003,12,0,0,5059408,191401,0,0,"2023/2/10 12:00:00","2023/2/20 23:59:59"
10059008,10059,1003,12,0,0,5059428,115501,1,5059005,"2023/2/10 12:00:00","2023/2/20 23:59:59"
10059009,10059,1003,14,0,0,5059406,105801,0,0,"2023/2/10 12:00:00","2023/2/20 23:59:59"
10059010,10059,1003,17,0,0,5059407,106001,0,0,"2023/2/10 12:00:00","2023/2/20 23:59:59"
10059011,10059,1003,21,0,0,5059411,191401,0,0,"2023/2/10 12:00:00","2023/2/20 23:59:59"
10059012,10059,1003,21,0,0,5059431,115501,1,5059005,"2023/2/10 12:00:00","2023/2/20 23:59:59"
10060001,10060,1004,112301,0,0,5033401,112301,0,0,"2023/2/16 12:00:00","2023/2/23 23:59:59"
10060002,10060,1002,1006003,1,0,5033402,112201,0,0,"2023/2/16 12:00:00","2023/2/23 23:59:59"
10060003,10060,1001,10,0,0,5033403,112201,0,0,"2023/2/16 12:00:00","2023/2/23 23:59:59"
10060004,10060,1001,20,0,0,5033404,112301,0,0,"2023/2/16 12:00:00","2023/2/23 23:59:59"
10060005,10060,1001,30,0,0,5033405,112301,0,0,"2023/2/16 12:00:00","2023/2/23 23:59:59"
10060006,10060,1003,2,0,0,5033406,112201,0,0,"2023/2/16 12:00:00","2023/2/23 23:59:59"
10060007,10060,1003,3,0,0,5033407,112301,0,0,"2023/2/16 12:00:00","2023/2/23 23:59:59"
10060008,10060,1003,4,0,0,5033408,112201,0,0,"2023/2/16 12:00:00","2023/2/23 23:59:59"
10060009,10060,1003,5,0,0,5033409,112301,0,0,"2023/2/16 12:00:00","2023/2/23 23:59:59"
10060010,10060,1003,6,0,0,5033410,112201,0,0,"2023/2/16 12:00:00","2023/2/23 23:59:59"
10060011,10060,1003,8,0,0,5033411,112201,0,0,"2023/2/16 12:00:00","2023/2/23 23:59:59"
10061001,10061,1004,115801,0,0,5061401,115801,0,0,"2023/2/28 11:00:00","2023/3/14 23:59:59"
10061002,10061,1002,1006103,1,0,5061402,105202,0,0,"2023/2/28 11:00:00","2023/3/14 23:59:59"
10061003,10061,1001,10,0,0,5061403,105202,0,0,"2023/2/28 11:00:00","2023/3/14 23:59:59"
10061004,10061,1001,20,0,0,5061404,104301,0,0,"2023/2/28 11:00:00","2023/3/14 23:59:59"
10061005,10061,1001,30,0,0,5061405,105202,0,0,"2023/2/28 11:00:00","2023/3/14 23:59:59"
10061006,10061,1003,2,0,0,5061406,105202,0,0,"2023/2/28 11:00:00","2023/3/14 23:59:59"
10061007,10061,1003,4,0,0,5061407,101001,0,0,"2023/2/28 11:00:00","2023/3/14 23:59:59"
10061008,10061,1003,7,0,0,5061408,104301,0,0,"2023/2/28 11:00:00","2023/3/14 23:59:59"
10061009,10061,1003,10,0,0,5061409,101001,0,0,"2023/2/28 11:00:00","2023/3/14 23:59:59"
10061010,10061,1003,13,0,0,5061410,105202,0,0,"2023/2/28 11:00:00","2023/3/14 23:59:59"
10061011,10061,1003,15,0,0,5061411,105202,0,0,"2023/2/28 11:00:00","2023/3/14 23:59:59"
10061012,10061,1002,1006103,1,0,5061422,115801,1,5061001,"2023/2/28 11:00:00","2023/3/14 23:59:59"
10061013,10061,1001,10,0,0,5061423,115801,1,5061001,"2023/2/28 11:00:00","2023/3/14 23:59:59"
10061014,10061,1001,20,0,0,5061424,115901,1,5061003,"2023/2/28 11:00:00","2023/3/14 23:59:59"
10061015,10061,1001,30,0,0,5061425,115801,1,5061001,"2023/2/28 11:00:00","2023/3/14 23:59:59"
10061016,10061,1003,2,0,0,5061426,115801,1,5061001,"2023/2/28 11:00:00","2023/3/14 23:59:59"
10061017,10061,1003,4,0,0,5061427,116001,1,5061002,"2023/2/28 11:00:00","2023/3/14 23:59:59"
10061018,10061,1003,7,0,0,5061428,115901,1,5061003,"2023/2/28 11:00:00","2023/3/14 23:59:59"
10061019,10061,1003,10,0,0,5061429,116001,1,5061002,"2023/2/28 11:00:00","2023/3/14 23:59:59"
10061020,10061,1003,13,0,0,5061430,115801,1,5061001,"2023/2/28 11:00:00","2023/3/14 23:59:59"
10061021,10061,1003,15,0,0,5061431,115801,1,5061001,"2023/2/28 11:00:00","2023/3/14 23:59:59"
10062001,10062,1004,112601,0,0,5035401,112601,0,0,"2023/3/8 12:00:00","2023/3/24 23:59:59"
10062002,10062,1002,1006203,1,0,5035402,112601,0,0,"2023/3/8 12:00:00","2023/3/24 23:59:59"
10062003,10062,1001,10,0,0,5035403,112601,0,0,"2023/3/8 12:00:00","2023/3/24 23:59:59"
10062004,10062,1001,20,0,0,5035404,112501,0,0,"2023/3/8 12:00:00","2023/3/24 23:59:59"
10062005,10062,1001,30,0,0,5035405,112401,0,0,"2023/3/8 12:00:00","2023/3/24 23:59:59"
10062006,10062,1003,2,0,0,5035406,112401,0,0,"2023/3/8 12:00:00","2023/3/24 23:59:59"
10062007,10062,1003,4,0,0,5035407,112501,0,0,"2023/3/8 12:00:00","2023/3/24 23:59:59"
10062008,10062,1003,7,0,0,5035408,112601,0,0,"2023/3/8 12:00:00","2023/3/24 23:59:59"
10063001,10063,1002,1006303,1,0,5036402,112501,0,0,"2023/3/16 11:00:00","2023/3/24 23:59:59"
10063002,10063,1001,10,0,0,5036403,112601,0,0,"2023/3/16 11:00:00","2023/3/24 23:59:59"
10063003,10063,1001,20,0,0,5036404,112501,0,0,"2023/3/16 11:00:00","2023/3/24 23:59:59"
10063004,10063,1001,30,0,0,5036405,112401,0,0,"2023/3/16 11:00:00","2023/3/24 23:59:59"
10063005,10063,1003,10,0,0,5036406,112401,0,0,"2023/3/16 11:00:00","2023/3/24 23:59:59"
10063006,10063,1003,12,0,0,5036407,112501,0,0,"2023/3/16 11:00:00","2023/3/24 23:59:59"
10063007,10063,1003,14,0,0,5036408,112601,0,0,"2023/3/16 11:00:00","2023/3/24 23:59:59"
10063008,10063,1003,17,0,0,5036411,112401,0,0,"2023/3/16 11:00:00","2023/3/24 23:59:59"
20004001,20004,1004,107601,0,0,5004401,107601,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20004002,20004,1002,2000403,1,0,5004402,107601,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20004003,20004,1003,2,0,0,5004406,107501,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20004004,20004,1003,3,0,0,5004407,107601,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20004005,20004,1003,4,0,0,5004408,107801,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20004006,20004,1003,5,0,0,5004409,107701,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20004007,20004,1003,6,0,0,5004410,107501,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20004008,20004,1003,7,0,0,5004411,107601,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20005001,20005,1004,108001,0,0,5005401,108001,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20005002,20005,1002,2000503,1,0,5005402,107901,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20005003,20005,1003,2,0,0,5005406,107901,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20005004,20005,1003,3,0,0,5005407,108001,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20005005,20005,1003,4,0,0,5005408,107901,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20005006,20005,1003,5,0,0,5005409,108001,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20005007,20005,1003,6,0,0,5005410,107901,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20005008,20005,1003,7,0,0,5005411,108001,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20006001,20006,1002,2000603,1,0,5006402,103701,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20006002,20006,1003,2,0,0,5006406,100501,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20006003,20006,1003,3,0,0,5006407,103701,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20006004,20006,1003,4,0,0,5006408,104701,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20006005,20006,1003,5,0,0,5006409,107101,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20006006,20006,1003,6,0,0,5006410,100501,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20006007,20006,1003,7,0,0,5006411,104701,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20007001,20007,1004,108201,0,0,5007401,108201,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20007002,20007,1002,2000703,1,0,5007402,108101,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20007003,20007,1003,2,0,0,5007406,108201,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20007004,20007,1003,3,0,0,5007407,108101,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20007005,20007,1003,4,0,0,5007408,108201,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20007006,20007,1003,5,0,0,5007409,108101,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20007007,20007,1003,6,0,0,5007410,108201,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20007008,20007,1003,7,0,0,5007411,108101,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20008001,20008,1002,2000803,1,0,5008402,105601,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20008002,20008,1003,2,0,0,5008406,105601,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20008003,20008,1003,3,0,0,5008407,100901,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20008004,20008,1003,4,0,0,5008408,101301,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20008005,20008,1003,5,0,0,5008409,105101,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20008006,20008,1003,6,0,0,5008410,102701,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20008007,20008,1003,7,0,0,5008411,105601,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20009001,20009,1004,108501,0,0,5009401,108501,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20009002,20009,1002,2000903,1,0,5009402,108401,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20009003,20009,1003,2,0,0,5009406,108601,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20009004,20009,1003,3,0,0,5009407,108601,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20009005,20009,1003,4,0,0,5009408,108501,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20009006,20009,1003,5,0,0,5009409,108501,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20009007,20009,1003,6,0,0,5009410,108401,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20009008,20009,1003,7,0,0,5009411,108401,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20010001,20010,1004,108901,0,0,5010401,108901,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20010002,20010,1002,2001003,1,0,5010402,108801,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20010003,20010,1003,2,0,0,5010406,108801,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20010004,20010,1003,3,0,0,5010407,108901,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20010005,20010,1003,4,0,0,5010408,108701,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20010006,20010,1003,5,0,0,5010409,108901,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20010007,20010,1003,6,0,0,5010410,108801,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20010008,20010,1003,7,0,0,5010411,108701,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20011001,20011,1004,109001,0,0,5011401,109001,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20011002,20011,1002,2001103,1,0,5011402,101101,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20011003,20011,1003,2,0,0,5011406,109101,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20011004,20011,1003,3,0,0,5011407,109001,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20011005,20011,1003,4,0,0,5011408,109101,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20011006,20011,1003,5,0,0,5011409,109001,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20011007,20011,1003,6,0,0,5011410,101101,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20011008,20011,1003,7,0,0,5011411,109101,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20012001,20012,1002,2001203,1,0,5012402,101401,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20012002,20012,1003,2,0,0,5012406,101401,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20012003,20012,1003,3,0,0,5012407,101401,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20012004,20012,1003,4,0,0,5012408,101401,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20012005,20012,1003,5,0,0,5012409,105501,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20012006,20012,1003,6,0,0,5012410,105501,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
20012007,20012,1003,7,0,0,5012411,101401,0,0,"2020/08/03 11:00:00","2099/12/31 23:59:59"
