id,mission_reward_id,reward_type,reward_id,reward_num,lv_from,lv_to,start_time,end_time
10160008,11003001,8,91002,10,160,179,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10160009,13002001,5,0,30,160,179,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10160010,18004001,5,0,30,160,179,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10160011,16006001,5,0,35,160,179,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10160012,16007001,5,0,35,160,179,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10160013,16007001,2,22001,3,160,179,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10160014,11004001,5,0,40,160,179,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10160015,11004001,2,20002,30,160,179,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10160016,11004001,2,90007,500,160,179,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10160017,11005001,5,0,55,160,179,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10160018,11005001,12,94002,90000,160,179,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10160019,11005001,2,90007,500,160,179,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10160024,14001001,5,0,55,160,179,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10160025,14001001,12,94002,240000,160,179,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10160026,14001001,2,20003,9,160,179,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10160027,14003001,5,0,70,160,179,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10160028,14003001,12,94002,410000,160,179,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10160029,14003001,2,22002,4,160,179,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10160114,11101001,5,0,25,160,179,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10160115,11101001,2,20003,9,160,179,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10160121,11001002,5,0,40,160,179,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10160122,11001002,12,94002,90000,160,179,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10160123,11001002,2,23001,6,160,179,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10180003,11001001,5,0,40,180,199,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10180004,11001001,12,94002,100000,180,199,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10180005,11001001,8,91002,10,180,199,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10180006,11003001,5,0,55,180,199,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10180007,11003001,2,20002,34,180,199,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10180008,11003001,8,91002,10,180,199,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10180009,13002001,5,0,30,180,-1,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10180010,18004001,5,0,30,180,199,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10180011,16006001,5,0,35,180,199,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10180012,16007001,5,0,35,180,199,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10180013,16007001,2,22001,3,180,199,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10180014,11004001,5,0,45,180,199,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10180015,11004001,2,20002,34,180,199,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10180016,11004001,2,90007,500,180,199,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10180017,11005001,5,0,55,180,199,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10180018,11005001,12,94002,100000,180,199,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10180019,11005001,2,90007,500,180,199,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10180024,14001001,5,0,55,180,199,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10180025,14001001,12,94002,260000,180,199,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10180026,14001001,2,20003,10,180,199,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10180027,14003001,5,0,70,180,199,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10180028,14003001,12,94002,450000,180,199,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10180029,14003001,2,22002,4,180,199,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10180114,11101001,5,0,30,180,199,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10180115,11101001,2,20003,10,180,199,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10180121,11001002,5,0,40,180,199,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10180122,11001002,12,94002,100000,180,199,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10180123,11001002,2,23001,6,180,199,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10200003,11001001,5,0,45,200,219,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10200004,11001001,12,94002,110000,200,219,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10200005,11001001,8,91002,10,200,219,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10200006,11003001,5,0,55,200,219,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10200007,11003001,2,20002,38,200,219,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10200008,11003001,8,91002,10,200,219,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10200010,18004001,5,0,30,200,219,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10200011,16006001,5,0,35,200,219,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10200012,16007001,5,0,35,200,219,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10200013,16007001,2,22001,3,200,219,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10200014,11004001,5,0,45,200,219,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10200015,11004001,2,20002,38,200,219,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10200016,11004001,2,90007,500,200,219,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10200017,11005001,5,0,55,200,219,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10200018,11005001,12,94002,120000,200,219,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10200019,11005001,2,90007,500,200,219,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10200024,14001001,5,0,55,200,219,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10200025,14001001,12,94002,280000,200,219,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10200026,14001001,2,20003,11,200,219,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10200027,14003001,5,0,70,200,219,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10200028,14003001,12,94002,480000,200,219,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10200029,14003001,2,22002,4,200,219,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10200114,11101001,5,0,30,200,219,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10200115,11101001,2,20003,11,200,219,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10200121,11001002,5,0,45,200,219,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10200122,11001002,12,94002,110000,200,219,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10200123,11001002,2,23001,6,200,219,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10220003,11001001,5,0,45,220,-1,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10220004,11001001,12,94002,120000,220,-1,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10220005,11001001,8,91002,10,220,-1,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10220006,11003001,5,0,60,220,-1,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10220007,11003001,2,20002,42,220,-1,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10220008,11003001,8,91002,10,220,-1,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10220010,18004001,5,0,30,220,-1,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10220011,16006001,5,0,40,220,-1,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10220012,16007001,5,0,35,220,-1,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10220013,16007001,2,22001,3,220,-1,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10220014,11004001,5,0,45,220,-1,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10220015,11004001,2,20002,42,220,-1,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10220016,11004001,2,90007,500,220,-1,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10220017,11005001,5,0,55,220,-1,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10220018,11005001,12,94002,130000,220,-1,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10220019,11005001,2,90007,500,220,-1,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10220024,14001001,5,0,55,220,-1,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10220025,14001001,12,94002,300000,220,-1,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10220026,14001001,2,20003,12,220,-1,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10220027,14003001,5,0,70,220,-1,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10220028,14003001,12,94002,510000,220,-1,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10220029,14003001,2,22002,4,220,-1,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10220114,11101001,5,0,30,220,-1,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10220115,11101001,2,20003,12,220,-1,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10220121,11001002,5,0,45,220,-1,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10220122,11001002,12,94002,120000,220,-1,"2022/11/22 5:00:00","2099/12/31 23:59:59"
10220123,11001002,2,23001,6,220,-1,"2022/11/22 5:00:00","2099/12/31 23:59:59"
11005003,11005003,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
11005004,11005004,8,91002,50,1,-1,"2020/01/01 0:00:00","2099/12/31 23:59:59"
25010001,25010001,2,90006,100,1,-1,"2022/12/26 5:00:00","2099/12/31 23:59:59"
25010002,25010002,2,90006,500,1,-1,"2022/12/26 5:00:00","2099/12/31 23:59:59"
25010003,25010003,2,90006,1500,1,-1,"2022/12/26 5:00:00","2099/12/31 23:59:59"
25010004,25010004,2,90006,2500,1,-1,"2022/12/26 5:00:00","2099/12/31 23:59:59"
