action_id,class_id,action_type,action_detail_1,action_detail_2,action_detail_3,action_value_1,action_value_2,action_value_3,action_value_4,action_value_5,action_value_6,action_value_7,target_assignment,target_area,target_range,target_type,target_number,target_count,description,level_up_disp
300202302,1,10,20,1,0,2.0,35.0,0.0,7.0,0.0,0.0,1.0,2,3,-1,7,0,1,"",""
300202401,1,1,1,0,0,5.0,7.0,1.2,0.04,0.0,0.0,0.0,1,1,3000,3,0,1,"对敌方单体造成{0}物理伤害","物理伤害+{0}"
300202501,2,28,703,300202502,300202503,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2,3000,3,0,99,"根据召唤数量产生分歧",""
300202502,2,15,2,401310311,1,0.0,-4.0,0.0,0.0,1.0,0.0,-500.0,2,1,250,7,0,1,"召唤C",""
300202503,2,28,701,300202504,300202505,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2,3000,3,0,99,"只有利蝎巴鲁托时的分支",""
300202504,2,15,2,401310309,1,0.0,-8.0,0.0,0.0,1.0,0.0,-350.0,2,1,250,7,0,1,"召唤A",""
300202505,2,28,720,300202507,300202506,1.0,1.0,208600.0,0.0,0.0,0.0,0.0,2,2,3000,3,0,99,"A出现时",""
300202506,2,15,2,401310309,1,0.0,-8.0,0.0,0.0,1.0,0.0,-350.0,2,1,250,7,0,1,"召唤A",""
300202507,2,15,2,401310310,1,0.0,-1.0,0.0,0.0,1.0,0.0,-420.0,2,1,250,7,0,1,"召唤B",""
300202601,1,21,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,-1,18,0,99,"召唤C时，保护A和B",""
300202701,1,17,7,0,0,100.0,0.0,90.0,0.0,0.0,0.0,0.0,2,3,0,7,0,1,"",""
300202702,1,73,3,0,0,100000.0,0.0,90.0,0.0,850000.0,0.0,0.0,2,3,0,7,0,1,"",""
300203101,1,1,1,0,0,5.0,7.0,0.3,0.004,0.0,0.0,0.0,1,3,-1,3,0,99,"对敌方单体造成{0}物理伤害","物理伤害+{0}"
300203102,1,34,1,0,0,2.0,40.0,0.0,3.0,0.0,0.0,0.0,1,3,-1,3,0,99,"每次攻击时伤害增加{0}","追加伤害+{0}"
300203201,1,7,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2160,3,0,1,"",""
300203202,1,1,1,0,0,20.0,1.3,0.1,0.004,0.0,0.0,0.0,1,2,100,1,0,99,"",""
300203203,1,92,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,100,1,0,99,"",""
300203204,1,9,1,0,0,80.0,8.0,8.0,0.0,0.0,0.0,0.0,1,2,100,1,0,99,"",""
300203301,1,49,2,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,-1,7,0,1,"",""
300203302,1,10,20,1,0,2.0,35.0,0.0,7.0,0.0,0.0,1.0,2,3,-1,7,0,1,"",""
300203401,1,1,1,0,0,5.0,7.0,1.2,0.04,0.0,0.0,0.0,1,1,3000,3,0,1,"对敌方单体造成{0}物理伤害","物理伤害+{0}"
300203501,1,17,7,0,0,100.0,0.0,90.0,0.0,0.0,0.0,0.0,2,3,0,7,0,1,"",""
300203502,1,73,3,0,0,100000.0,0.0,90.0,0.0,850000.0,0.0,0.0,2,3,0,7,0,1,"",""
300204101,1,1,1,0,0,5.0,7.0,0.3,0.004,0.0,0.0,0.0,1,3,-1,3,0,99,"对敌方单体造成{0}物理伤害","物理伤害+{0}"
300204102,1,34,1,0,0,2.0,40.0,0.0,3.0,0.0,0.0,0.0,1,3,-1,3,0,99,"每次攻击时伤害增加{0}","追加伤害+{0}"
300204201,1,7,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2160,3,0,1,"",""
300204202,1,1,1,0,0,20.0,1.3,0.1,0.004,0.0,0.0,0.0,1,2,100,1,0,99,"",""
300204203,1,92,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,100,1,0,99,"",""
300204204,1,9,1,0,0,80.0,8.0,8.0,0.0,0.0,0.0,0.0,1,2,100,1,0,99,"",""
300204301,1,49,2,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,-1,7,0,1,"",""
300204302,1,10,20,1,0,2.0,35.0,0.0,7.0,0.0,0.0,1.0,2,3,-1,7,0,1,"",""
300204401,1,1,1,0,0,5.0,7.0,1.2,0.04,0.0,0.0,0.0,1,1,3000,3,0,1,"对敌方单体造成{0}物理伤害","物理伤害+{0}"
300204501,2,28,703,300204502,300204503,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2,3000,3,0,99,"根据召唤数量产生分歧",""
300204502,2,15,2,401310711,1,0.0,-4.0,0.0,0.0,1.0,0.0,-500.0,2,1,250,7,0,1,"召唤C",""
300204503,2,28,701,300204504,300204505,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2,3000,3,0,99,"只有利蝎巴鲁托时的分支",""
300204504,2,15,2,401310709,1,0.0,-8.0,0.0,0.0,1.0,0.0,-350.0,2,1,250,7,0,1,"召唤A",""
300204505,2,28,720,300204507,300204506,1.0,1.0,208600.0,0.0,0.0,0.0,0.0,2,2,3000,3,0,99,"A出现时",""
300204506,2,15,2,401310709,1,0.0,-8.0,0.0,0.0,1.0,0.0,-350.0,2,1,250,7,0,1,"召唤A",""
300204507,2,15,2,401310710,1,0.0,-1.0,0.0,0.0,1.0,0.0,-420.0,2,1,250,7,0,1,"召唤B",""
300204601,1,21,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,-1,18,0,99,"召唤C时，保护A和B",""
300204701,1,17,7,0,0,100.0,0.0,90.0,0.0,0.0,0.0,0.0,2,3,0,7,0,1,"",""
300204702,1,73,3,0,0,100000.0,0.0,90.0,0.0,850000.0,0.0,0.0,2,3,0,7,0,1,"",""
300205101,1,1,1,0,0,5.0,7.0,0.3,0.004,0.0,0.0,0.0,1,3,-1,3,0,99,"",""
300205102,1,34,1,0,0,2.0,40.0,0.0,3.0,0.0,0.0,0.0,1,3,-1,3,0,99,"",""
300205201,1,7,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2160,3,0,1,"",""
300205202,1,1,1,0,0,20.0,1.3,0.1,0.004,0.0,0.0,0.0,1,2,100,1,0,99,"",""
300205203,1,92,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,100,1,0,99,"",""
300205204,1,9,1,0,0,80.0,8.0,8.0,0.0,0.0,0.0,0.0,1,2,100,1,0,99,"",""
300205301,1,49,2,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,-1,7,0,1,"",""
300205302,1,10,20,1,0,2.0,35.0,0.0,7.0,0.0,0.0,1.0,2,3,-1,7,0,1,"",""
300205401,1,1,1,0,0,5.0,7.0,1.2,0.04,0.0,0.0,0.0,1,1,3000,3,0,1,"",""
300205501,2,28,703,300205502,300205503,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2,3000,3,0,99,"",""
300205502,2,15,2,401310411,1,0.0,-4.0,0.0,0.0,1.0,0.0,-500.0,2,1,250,7,0,1,"",""
300205503,2,28,701,300205504,300205505,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2,3000,3,0,99,"",""
300205504,2,15,2,401310409,1,0.0,-8.0,0.0,0.0,1.0,0.0,-350.0,2,1,250,7,0,1,"",""
300205505,2,28,720,300205507,300205506,1.0,1.0,208606.0,0.0,0.0,0.0,0.0,2,2,3000,3,0,99,"",""
300205506,2,15,2,401310409,1,0.0,-8.0,0.0,0.0,1.0,0.0,-350.0,2,1,250,7,0,1,"",""
300205507,2,15,2,401310410,1,0.0,-1.0,0.0,0.0,1.0,0.0,-420.0,2,1,250,7,0,1,"",""
300205601,1,21,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,-1,18,0,99,"",""
300205701,1,17,7,0,0,100.0,0.0,90.0,0.0,0.0,0.0,0.0,2,3,0,7,0,1,"",""
300205702,1,73,3,0,0,100000.0,0.0,90.0,0.0,850000.0,0.0,0.0,2,3,0,7,0,1,"",""
300300101,1,46,1,2,0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3000,3,0,99,"",""
300300102,1,23,100,300300103,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,"",""
300300103,1,46,1,2,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3000,1,0,0,"",""
300300201,1,1,2,0,0,6.0,6.0,0.54,0.0,0.0,0.0,0.0,1,1,540,3,0,99,"",""
300300301,1,8,5,0,0,0.0,0.0,3.0,0.04,0.0,0.0,0.0,1,1,3000,5,0,1,"",""
300300302,1,8,5,0,0,0.0,0.0,3.0,0.06,0.0,0.0,0.0,1,1,0,1,0,0,"",""
300300401,1,1,2,0,0,0.0,0.0,0.1,0.01,0.0,0.0,0.0,1,3,3000,3,0,1,"",""
300300501,1,17,7,0,0,100.0,0.0,90.0,0.0,0.0,0.0,0.0,2,3,0,7,0,1,"",""
300300502,1,73,3,0,0,100000.0,0.0,90.0,0.0,850000.0,0.0,0.0,2,3,0,7,0,1,"",""
300301101,1,46,1,2,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3000,3,0,99,"",""
300301102,1,23,100,300301103,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,"",""
300301103,1,46,1,2,0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3000,1,0,0,"",""
300301201,1,1,2,0,0,20.4,20.4,1.62,0.0,0.0,0.0,0.0,1,1,540,3,0,99,"",""
300301301,1,8,5,0,0,0.0,0.0,3.0,0.04,0.0,0.0,0.0,1,1,3000,5,0,1,"",""
300301302,1,8,5,0,0,0.0,0.0,3.0,0.06,0.0,0.0,0.0,1,1,0,1,0,0,"",""
300301401,1,1,2,0,0,13.5,13.5,0.3,0.0,0.0,0.0,0.0,1,3,3000,3,0,99,"",""
300301402,1,23,970,300301403,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,-1,3,0,99,"",""
300301403,1,8,5,0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1,3,-1,1,0,0,"",""
300301501,1,1,2,0,0,0.0,0.0,0.1,0.01,0.0,0.0,0.0,1,3,3000,3,0,1,"",""
300301601,1,17,7,0,0,100.0,0.0,90.0,0.0,0.0,0.0,0.0,2,3,0,7,0,1,"",""
300301602,1,73,3,0,0,100000.0,0.0,90.0,0.0,850000.0,0.0,0.0,2,3,0,7,0,1,"",""
300302101,1,46,1,2,0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3000,3,0,99,"",""
300302102,1,23,100,300302103,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,"",""
300302103,1,46,1,2,0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3000,1,0,0,"",""
300302104,1,16,2,0,0,300.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,3000,1,0,0,"",""
300302201,1,1,2,0,0,20.4,20.4,1.0,0.0,0.0,0.0,0.0,1,1,540,3,0,99,"",""
300302301,1,8,5,0,0,0.0,0.0,3.0,0.03,0.0,0.0,0.0,1,1,3000,5,0,1,"",""
300302401,1,1,2,0,0,13.5,13.5,0.3,0.0,0.0,0.0,0.0,1,3,3000,3,0,99,"",""
300302402,1,23,970,300302403,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,-1,3,0,99,"",""
300302403,1,8,5,0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1,3,-1,1,0,0,"",""
300302501,1,8,5,0,0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1,3,3000,16,0,2,"",""
300302502,1,10,21,1,0,1.0,0.0,0.5,8.0,0.0,0.0,0.0,2,3,3000,7,0,1,"",""
300302503,1,10,41,1,0,1.0,0.0,0.5,8.0,0.0,0.0,0.0,2,3,3000,7,0,1,"",""
300302601,1,1,2,0,0,0.0,0.0,0.1,0.01,0.0,0.0,0.0,1,3,3000,3,0,1,"",""
300302701,1,17,7,0,0,100.0,0.0,90.0,0.0,0.0,0.0,0.0,2,3,0,7,0,1,"",""
300302702,1,73,3,0,0,100000.0,0.0,90.0,0.0,850000.0,0.0,0.0,2,3,0,7,0,1,"",""
300400101,1,1,2,0,0,20.0,2.3,1.6,0.0,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
300400102,1,10,11,1,0,2.0,70.0,0.0,12.0,0.0,0.0,0.0,1,1,3000,20,0,99,"",""
300400103,1,10,41,1,0,2.0,70.0,0.0,12.0,0.0,0.0,0.0,1,1,3000,21,0,99,"",""
300400201,1,1,2,0,0,8.0,0.8,0.8,0.0,0.0,0.0,0.0,1,1,3000,3,0,2,"",""
300400202,1,13,0,0,0,11.0,0.0,100.0,0.0,0.0,0.0,0.0,1,1,3000,1,0,2,"",""
300400203,1,1,2,0,0,15.0,1.6,1.5,0.0,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
300400301,1,1,2,0,0,30.0,2.6,4.0,0.0,0.0,0.0,0.0,1,1,2160,14,0,1,"",""
300400302,1,16,2,0,0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2160,14,0,1,"",""
300400401,2,7,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,10,0,1,"",""
300400402,2,1,1,0,0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,1,1,0,1,0,0,"",""
300400501,2,1,1,0,0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,1,1,0,1,0,0,"",""
300400502,2,22,1,30040002,0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,1,0,1,"",""
300400503,2,22,2,3004001,0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,1,0,1,"",""
300400601,2,1,2,0,0,50.0,2.0,0.5,0.2,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
300401101,1,46,1,2,0,15.0,0.05,0.0,0.0,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
300401102,1,10,11,1,0,2.0,1.0,0.3,12.0,0.0,0.0,0.0,1,1,3000,20,0,99,"",""
300401103,1,10,31,1,0,2.0,1.0,0.3,12.0,0.0,0.0,0.0,1,1,3000,21,0,99,"",""
300401201,1,1,2,0,0,8.0,0.8,0.8,0.015,0.0,0.0,0.0,1,1,3000,3,0,1,"",""
300401202,1,13,0,0,0,8.0,0.0,100.0,0.0,0.0,0.0,0.0,1,1,3000,1,0,1,"",""
300401203,1,1,2,0,0,5.0,2.0,1.0,0.005,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
300401301,1,1,2,0,0,30.0,2.6,1.0,0.0,0.0,0.0,0.0,1,1,2160,14,0,1,"",""
300401302,1,16,2,0,0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2160,14,0,1,"",""
300401401,1,1,2,0,0,10.0,0.0,0.1,0.018,0.0,0.0,0.0,1,2,3000,3,0,1,"",""
300401501,1,17,7,0,0,100.0,0.0,90.0,0.0,0.0,0.0,0.0,2,3,0,7,0,1,"",""
300401502,1,73,3,0,0,100000.0,0.0,90.0,0.0,850000.0,0.0,0.0,2,3,0,7,0,1,"",""
300402101,1,46,1,2,0,15.0,0.05,0.0,0.0,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
300402102,1,10,11,1,0,2.0,1.0,0.3,12.0,0.0,0.0,0.0,1,1,3000,20,0,99,"",""
300402103,1,10,31,1,0,2.0,1.0,0.3,12.0,0.0,0.0,0.0,1,1,3000,21,0,99,"",""
300402201,1,1,2,0,0,8.0,0.8,0.8,0.015,0.0,0.0,0.0,1,1,3000,3,0,1,"",""
300402202,1,13,0,0,0,8.0,0.0,100.0,0.0,0.0,0.0,0.0,1,1,3000,1,0,1,"",""
300402203,1,1,2,0,0,5.0,2.0,1.0,0.005,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
300402301,1,1,2,0,0,30.0,2.6,1.0,0.0,0.0,0.0,0.0,1,1,2160,14,0,1,"",""
300402302,1,16,2,0,0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2160,14,0,1,"",""
300402401,1,1,2,0,0,10.0,0.0,0.1,0.018,0.0,0.0,0.0,1,2,3000,3,0,1,"",""
300402501,1,1,2,0,0,1.0,0.1,0.1,0.01,0.0,0.0,0.0,1,3,-1,3,0,99,"",""
300402502,1,23,980,300402503,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,3,-1,3,0,99,"",""
300402503,1,13,0,0,0,8.0,0.0,100.0,0.0,0.0,0.0,0.0,1,3,-1,3,0,99,"",""
300402601,1,17,7,0,0,100.0,0.0,90.0,0.0,0.0,0.0,0.0,2,3,0,7,0,1,"",""
300402602,1,73,3,0,0,100000.0,0.0,90.0,0.0,850000.0,0.0,0.0,2,3,0,7,0,1,"",""
300403101,1,1,2,0,0,20.0,2.3,1.0,0.008,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
300403102,1,10,11,1,0,2.0,1.0,0.29,12.0,0.0,0.0,0.0,1,1,3000,20,0,99,"",""
300403103,1,10,31,1,0,2.0,1.0,0.29,12.0,0.0,0.0,0.0,1,1,3000,21,0,99,"",""
300403201,1,1,2,0,0,8.0,0.8,0.8,0.015,0.0,0.0,0.0,1,1,3000,3,0,1,"",""
300403202,1,13,0,0,0,1.0,0.12,100.0,0.0,0.0,0.0,0.0,1,1,3000,1,0,1,"",""
300403203,1,1,2,0,0,5.0,2.0,1.0,0.005,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
300403301,1,1,2,0,0,30.0,2.6,4.0,0.0,0.0,0.0,0.0,1,1,2160,14,0,1,"",""
300403302,1,16,2,0,0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2160,14,0,1,"",""
300403401,1,1,2,0,0,10.0,0.0,0.1,0.018,0.0,0.0,0.0,1,2,3000,3,0,1,"",""
300403501,1,28,599,300403504,300403502,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2,3,-1,7,0,1,"",""
300403502,1,1,2,0,0,1.0,0.1,0.1,0.02,0.0,0.0,0.0,1,3,-1,3,0,99,"",""
300403503,1,13,0,0,0,1.0,0.04,100.0,0.0,0.0,0.0,0.0,1,3,-1,3,0,99,"",""
300403504,1,1,2,0,0,1.0,0.1,0.1,0.024,0.0,0.0,0.0,2,3,-1,7,0,1,"",""
300403505,1,13,0,0,0,1.0,0.023,100.0,0.0,0.0,0.0,0.0,2,3,-1,7,0,1,"",""
300404101,1,46,1,2,0,15.0,0.1,0.0,0.0,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
300404102,1,10,11,1,0,2.0,1.0,0.2,12.0,0.0,0.0,0.0,1,1,3000,20,0,99,"",""
300404103,1,10,31,1,0,2.0,1.0,0.2,12.0,0.0,0.0,0.0,1,1,3000,21,0,99,"",""
300404201,1,1,2,0,0,8.0,0.8,0.8,0.015,0.0,0.0,0.0,1,1,3000,3,0,1,"",""
300404202,1,13,0,0,0,8.0,0.0,100.0,0.0,0.0,0.0,0.0,1,1,3000,1,0,1,"",""
300404203,1,1,2,0,0,5.0,2.0,1.0,0.005,0.0,0.0,0.0,1,1,3000,3,0,99,"",""
300404301,1,1,2,0,0,30.0,2.6,1.0,0.0,0.0,0.0,0.0,1,1,2160,14,0,1,"",""
300404302,1,16,2,0,0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2160,14,0,1,"",""
300404401,1,1,2,0,0,10.0,0.0,0.1,0.018,0.0,0.0,0.0,1,2,3000,3,0,1,"",""
300404501,1,1,2,0,0,1.0,0.1,0.1,0.01,0.0,0.0,0.0,1,3,-1,3,0,99,"",""
300404502,1,23,980,300404503,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,3,-1,3,0,99,"",""
300404503,1,13,0,0,0,8.0,0.0,100.0,0.0,0.0,0.0,0.0,1,3,-1,3,0,99,"",""
300404504,1,49,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,-1,3,0,99,"",""
300404601,1,17,7,0,0,100.0,0.0,90.0,0.0,0.0,0.0,0.0,2,3,0,7,0,1,"",""
300404602,1,73,3,0,0,100000.0,0.0,90.0,0.0,850000.0,0.0,0.0,2,3,0,7,0,1,"",""
300500101,1,1,1,0,0,30.0,30.0,2.4,0.0,0.0,0.0,0.0,1,1,3000,2,0,1,"",""
300500201,1,7,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3000,8,0,1,"",""
300500202,1,1,1,0,0,3.0,3.0,0.24,0.0,0.0,0.0,0.0,1,2,120,1,0,99,"",""
300500203,1,12,80,0,0,5.0,0.5,60.0,0.1,0.0,0.0,0.0,1,1,120,1,0,99,"",""
300600101,1,1,1,0,0,13.5,13.5,1.08,0.0,0.0,0.0,0.0,1,1,3000,3,0,2,"",""
300600201,1,9,1,0,0,2.25,2.25,4.0,0.0,0.0,0.0,0.0,1,2,3000,3,0,3,"",""
300600202,1,10,21,1,0,1.0,0.36,0.36,8.0,0.0,0.0,0.0,1,2,3000,3,0,3,"",""
300601101,1,1,1,0,0,13.5,13.5,2.8,0.0,0.0,0.0,0.0,1,1,3000,3,0,2,"",""
300601102,1,8,5,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,3000,3,0,2,"",""
300601201,1,9,1,0,0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,1,2,3000,3,0,3,"",""
300601202,1,10,21,1,0,1.0,0.36,0.36,8.0,0.0,0.0,0.0,1,2,3000,3,0,3,"",""
300602101,1,1,1,0,0,13.5,13.5,1.5,0.0,0.0,0.0,0.0,1,1,3000,3,0,2,"",""
300602102,1,8,5,0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1,1,3000,3,0,2,"",""
300602201,1,92,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3000,3,0,3,"",""
300602202,1,9,1,0,0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,1,2,3000,3,0,3,"",""
300602203,1,10,21,1,0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,1,2,3000,3,0,3,"",""
300602301,1,1,1,0,0,1.0,13.5,0.15,0.03,0.0,0.0,0.0,1,1,3000,3,0,1,"",""
300602401,1,17,7,0,0,100.0,0.0,90.0,0.0,0.0,0.0,0.0,2,3,0,7,0,1,"",""
300602402,1,73,3,0,0,100000.0,0.0,90.0,0.0,850000.0,0.0,0.0,2,3,0,7,0,1,"",""
300603101,1,1,1,0,0,13.5,13.5,1.5,0.0,0.0,0.0,0.0,1,1,3000,3,0,2,"",""
300603102,1,8,5,0,0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,1,1,3000,3,0,2,"",""
300603201,1,92,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3000,3,0,3,"",""
300603202,1,9,1,0,0,3.0,7.5,6.0,0.0,0.0,0.0,0.0,1,2,3000,3,0,3,"",""
300603203,1,10,21,1,0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,1,2,3000,3,0,3,"",""
300603301,1,1,1,0,0,1.0,13.5,0.15,0.04,0.0,0.0,0.0,1,1,3000,3,0,1,"",""
300603401,1,17,7,0,0,100.0,0.0,90.0,0.0,0.0,0.0,0.0,2,3,0,7,0,1,"",""
300603402,1,73,3,0,0,100000.0,0.0,90.0,0.0,850000.0,0.0,0.0,2,3,0,7,0,1,"",""
300700101,1,1,1,0,0,9.0,9.0,0.81,0.0,0.0,0.0,0.0,1,1,3000,8,0,3,"",""
300700102,1,10,20,1,0,1.0,11.0,11.0,6.0,0.05,0.0,0.0,2,3,3000,1,0,3,"",""
300700201,1,10,10,1,0,1.0,11.0,11.0,6.0,0.05,0.0,0.0,2,3,3000,3,0,99,"",""
300701101,1,1,1,0,0,13.5,13.5,2.8,0.0,0.0,0.0,0.0,1,1,3000,3,0,3,"",""
300701102,1,8,7,0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1,3,3000,3,0,3,"",""
300701201,1,10,21,1,0,1.0,0.4,1.8,12.0,0.0,0.0,0.0,1,3,3000,3,0,2,"",""
300701301,1,1,1,0,0,13.5,13.5,2.0,0.01,0.0,0.0,0.0,1,1,3000,3,0,1,"",""
300701401,1,17,7,0,0,100.0,0.0,90.0,0.0,0.0,0.0,0.0,2,3,0,7,0,1,"",""
300701402,1,73,3,0,0,100000.0,0.0,90.0,0.0,850000.0,0.0,0.0,2,3,0,7,0,1,"",""
300702101,1,1,1,0,0,13.5,13.5,4.0,0.0,0.0,0.0,0.0,1,1,3000,3,0,3,"",""
300702102,1,8,7,0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1,3,3000,3,0,3,"",""
300702201,1,10,21,1,0,1.0,0.4,1.8,12.0,0.0,0.0,0.0,1,3,3000,3,0,2,"",""
300702202,1,16,2,0,0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,3000,3,0,2,"",""
300702301,1,1,1,0,0,13.5,13.5,2.0,0.02,0.0,0.0,0.0,1,1,3000,3,0,1,"",""
300702401,1,17,7,0,0,100.0,0.0,90.0,0.0,0.0,0.0,0.0,2,3,0,7,0,1,"",""
300702402,1,73,3,0,0,100000.0,0.0,90.0,0.0,850000.0,0.0,0.0,2,3,0,7,0,1,"",""
300800101,1,1,1,0,0,6.75,6.75,0.54,0.0,3.0,0.0,0.0,1,1,3000,3,0,99,"",""
300800102,1,3,3,0,0,-150.0,0.0,250.0,0.0,0.0,0.0,0.0,1,3,3000,3,0,99,"",""
300800201,1,1,1,0,0,4.5,4.5,0.36,0.0,3.0,0.0,0.0,1,1,3000,3,0,3,"",""
300800202,1,10,21,1,0,1.0,0.48,0.48,8.0,0.0,0.0,0.0,1,2,3000,3,0,3,"",""
300800203,1,10,11,1,0,11.0,11.0,0.0,6.0,0.05,0.0,0.0,2,3,3000,3,0,3,"",""
300801101,1,1,2,0,0,0.5,0.8,0.01,0.007,3.0,0.0,0.0,1,1,3000,3,0,3,"",""
300801102,1,3,3,0,0,800.0,0.0,3000.0,0.0,0.0,0.0,1.0,1,1,-1,3,0,3,"",""
300801103,1,8,7,0,0,0.0,0.0,1.0,0.015,0.0,0.0,0.0,1,1,0,1,0,0,"",""
300801201,1,1,2,0,0,4.5,6.5,0.43,0.0,3.0,0.0,0.0,1,1,3000,3,0,3,"",""
300801202,1,10,41,1,0,2.0,0.48,0.65,8.0,0.0,0.0,0.0,1,2,3000,3,0,2,"",""
300801203,1,8,1,0,0,0.6,0.0,1.0,0.015,0.0,0.0,0.0,1,2,3000,3,0,2,"",""
300801301,1,1,1,0,0,1.0,13.5,2.0,0.001,0.0,0.0,0.0,1,1,3000,3,0,1,"",""
300801401,1,17,7,0,0,100.0,0.0,90.0,0.0,0.0,0.0,0.0,2,3,0,7,0,1,"",""
300801402,1,73,3,0,0,100000.0,0.0,90.0,0.0,850000.0,0.0,0.0,2,3,0,7,0,1,"",""
300802101,1,1,2,0,0,0.5,0.8,0.01,0.007,3.0,0.0,0.0,1,1,3000,3,0,3,"",""
300802102,1,3,3,0,0,800.0,0.0,3000.0,0.0,0.0,0.0,1.0,1,1,-1,3,0,3,"",""
300802103,1,8,7,0,0,0.0,0.0,1.0,0.015,0.0,0.0,0.0,1,1,0,1,0,0,"",""
300802104,1,6,5,0,0,500000.0,0.0,18.0,0.0,0.0,0.0,0.0,2,3,3000,7,0,1,"",""
300802201,1,1,2,0,0,4.5,6.5,0.43,0.0,3.0,0.0,0.0,1,1,3000,3,0,3,"",""
300802202,1,10,41,1,0,2.0,0.48,0.65,8.0,0.0,0.0,0.0,1,2,3000,3,0,2,"",""
300802203,1,8,1,0,0,0.6,0.0,1.0,0.015,0.0,0.0,0.0,1,2,3000,3,0,2,"",""
